OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1,StreetNumber,Address,Latitude,Longitude
35374,2.0,3.0,0.0,,Malus sp,YOSEMITE AV,"37
Oakland, Ca
(37.80505999961946, -122.27301999967312)",37,"37 YOSEMITE AV, Oakland, CA",37.8231488,-122.25508244703406
35412,2.0,3.0,0.0,,Malus sp,YOSEMITE AV,"30
Oakland, Ca
(37.80505999961946, -122.27301999967312)",30,"30 YOSEMITE AV, Oakland, CA",37.823576599999996,-122.254907
35456,0.0,0.0,3.0,,Malus sp,49TH ST,"352
Oakland, Ca
(37.80505999961946, -122.27301999967312)",352,"352 49TH ST, Oakland, CA",37.834789900000004,-122.25581931177811
35601,0.0,0.0,3.0,,Malus sp,MANOA ST,"6200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6200,"6200 MANOA ST, Oakland, CA",37.85035535,-122.24952089430147
35715,3.0,20.0,0.0,,Eriobotrya japonica,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
35749,0.0,0.0,5.5,,Malus floribunda,HUDSON ST,"455
Oakland, Ca
(37.80505999961946, -122.27301999967312)",455,"455 HUDSON ST, Oakland, CA",37.84153175,-122.2549161
21110,0.0,0.0,6.0,,Malus sp,BROADWAY,"5659
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5659,"5659 BROADWAY, Oakland, CA",37.8426723,-122.24756347601809
35788,0.0,0.0,2.5,,Malus floribunda,62ND ST,"459
Oakland, Ca
(37.80505999961946, -122.27301999967312)",459,"459 62ND ST, Oakland, CA",37.8479273,-122.25959405366214
35872,3.0,5.0,0.0,,Malus sp,9TH AV,"1215
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1215,"1215 9TH AV, Oakland, CA",37.7924206,-122.2513371
35898,3.0,5.0,0.0,High,Malus sp,13TH AV,"1139
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1139,"1139 13TH AV, Oakland, CA",37.7892116,-122.24849505
35873,3.0,6.0,0.0,,Malus sp,9TH AV,"1215
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1215,"1215 9TH AV, Oakland, CA",37.7924206,-122.2513371
35927,3.0,6.0,0.0,,Malus sp,EAST 14TH ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,"0 EAST 14TH ST, Oakland, CA",37.7354179,-122.1637695
36020,0.0,0.0,5.0,,Eriobotrya japonica,EAST 24TH ST,"2398
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2398,"2398 EAST 24TH ST, Oakland, CA",37.78977115,-122.22725447480427
36064,6.0,6.0,0.0,,Malus sp,16TH AV,"1919
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1919,"1919 16TH AV, Oakland, CA",37.79217615,-122.24090595359971
36079,0.0,0.0,5.0,,Malus sp,HILLGIRT CR,"636
Oakland, Ca
(37.80505999961946, -122.27301999967312)",636,"636 HILLGIRT, Oakland, CA",37.8081793,-122.24439783115464
36117,0.0,0.0,7.0,,Eriobotrya japonica,EAST 15TH ST,"2432
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2432,"2432 EAST 15TH ST, Oakland, CA",37.7831391,-122.2328667010327
36145,3.0,3.0,0.0,Low,Malus sp,CAPELL ST,"567
Oakland, Ca
(37.80505999961946, -122.27301999967312)",567,"567 CAPELL ST, Oakland, CA",37.80392045,-122.24062120165208
36178,0.0,0.0,3.0,,Eriobotrya japonica,EAST 21ST ST,"2774
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2774,"2774 EAST 21ST ST, Oakland, CA",37.7851573,-122.22537886088122
36241,0.0,0.0,6.0,,Malus floribunda,SHEFFIELD AV,"2921
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2921,"2921 SHEFFIELD AV, Oakland, CA",37.79558215,-122.22169843934475
36268,0.0,0.0,2.0,,Malus sp,RANDOLPH AV,"3227
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3227,"3227 RANDOLPH AV, Oakland, CA",37.79948955,-122.22546076784995
36318,0.0,0.0,4.0,,Eriobotrya japonica,OCTAVIA ST,"2923
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2923,"2923 OCTAVIA ST, Oakland, CA",37.7891929,-122.2067291021699
36528,0.0,0.0,4.0,,Malus sp,41ST AV,"1730
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1730,"1730 41ST AV, Oakland, CA",37.775544550000006,-122.21445530482403
36599,0.0,0.0,6.0,,Citrus sp,DERBY AV,"510
Oakland, Ca
(37.80505999961946, -122.27301999967312)",510,"510 DERBY AV, Oakland, CA",37.772041,-122.23124140523524
36598,0.0,0.0,4.0,,Malus sp,PETERSON ST,"415
Oakland, Ca
(37.80505999961946, -122.27301999967312)",415,"415 PETERSON ST, Oakland, CA",37.7727223,-122.23396332036523
36603,0.0,0.0,0.0,,Malus sp,41ST AV,"2100
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2100,"2100 41ST AV, Oakland, CA",37.7784565,-122.21086885704096
36629,0.0,0.0,3.0,,Malus sp,MERA ST,"4108
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4108,"4108 MERA ST, Oakland, CA",37.7775571,-122.21178432134461
36628,0.0,0.0,3.0,,Malus sp,MERA ST,"4108
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4108,"4108 MERA ST, Oakland, CA",37.7775571,-122.21178432134461
36774,0.0,0.0,2.0,,Malus sp,MAXWELL AV,"2930
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2930,"2930 MAXWELL AV, Oakland, CA",37.7798854,-122.19430724544515
36895,2.0,7.0,0.0,,Malus floribunda,51ST AV,"1850
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1850,"1850 51ST AV, Oakland, CA",37.7722735,-122.20493458446656
36955,2.0,3.0,0.0,,Malus sp,SAN LEANDRO ST,"4401
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4401,"4401 SAN LEANDRO ST, Oakland, CA",37.7699326,-122.21649
37071,0.0,0.0,2.0,,Eriobotrya japonica,BUENA VENTURA AV,"6437
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6437,"6437 BUENA VENTURA AV, Oakland, CA",37.77648285,-122.17554361718487
37212,1.0,1.0,0.0,Moderate,Citrus sp,OAKDALE AV,"6168
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6168,"6168 OAKDALE AV, Oakland, CA",37.778642500000004,-122.17629604999999
37339,0.0,0.0,3.0,,Persea sp / avocado,103RD AV,"2166
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2166,"2166 103RD AV, Oakland, CA",37.74333345,-122.1585695
37326,0.0,0.0,6.0,,Eriobotrya japonica,107TH AV,"2327
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2327,"2327 107TH AV, Oakland, CA",37.7416165,-122.15447197189826
37321,2.0,2.0,0.0,Moderate,Malus floribunda,92ND AV,"2239
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2239,"2239 92ND AV, Oakland, CA",37.75336915,-122.16424944292595
37439,0.0,0.0,3.0,,Eriobotrya japonica,92ND AV,"1602
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1602,"1602 92ND AV, Oakland, CA",37.74956935,-122.17128948455809
37518,0.0,0.0,6.0,,Eriobotrya japonica,85TH AV,"1700
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1700,"1700 85TH AV, Oakland, CA",37.75508015,-122.17373696664056
37598,2.0,2.0,0.0,Low,Malus sp,79TH AV,"1844
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1844,"1844 79TH AV, Oakland, CA",37.7598664,-122.1763049068035
37658,3.0,3.0,0.0,,Malus sp,CIRCLE HILL DR,"7548
Oakland, Ca
(37.80505999961946, -122.27301999967312)",7548,"7548 CIRCLE HILL DR, Oakland, CA",37.77392335,-122.16200584513649
37760,2.0,2.5,0.0,Low,Malus floribunda,YORK ST,"906
Oakland, Ca
(37.80505999961946, -122.27301999967312)",906,"906 YORK ST, Oakland, CA",37.81396705,-122.24203521744434
37956,0.0,0.0,5.5,,Diospyros kaki,SUNNYHILLS RD,"986
Oakland, Ca
(37.80505999961946, -122.27301999967312)",986,"986 SUNNYHILLS RD, Oakland, CA",37.809559199999995,-122.2309827458794
38109,0.0,0.0,4.0,,Eriobotrya japonica,ARDLEY AV,"4003
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4003,"4003 ARDLEY AV, Oakland, CA",37.8050561,-122.22314491947492
38147,0.0,0.0,4.0,,Malus sp,EXCELSIOR AV,"1600
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1600,"1600 EXCELSIOR AV, Oakland, CA",37.802055800000005,-122.22329340261558
38364,0.0,0.0,3.0,,Malus sp,MADELINE ST,"3061
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3061,"3061 MADELINE ST, Oakland, CA",37.79818855,-122.2023505725125
38580,0.0,0.0,5.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
38587,0.0,0.0,6.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
38583,0.0,0.0,5.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
38579,0.0,0.0,5.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
14417,2.0,4.0,0.0,Low,Malus sp,DELMER ST,"2457
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2457,"2457 DELMER ST, Oakland, CA",37.803387,-122.20875118677772
34305,0.0,0.0,3.0,,Malus sp,CONTRA COSTA RD,"6345
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6345,"6345 CONTRA COSTA RD, Oakland, CA",37.843277150000006,-122.22906065
33220,0.0,0.0,5.5,,Diospyros kaki,SUNNYHILLS RD,"980
Oakland, Ca
(37.80505999961946, -122.27301999967312)",980,"980 SUNNYHILLS RD, Oakland, CA",37.8095279,-122.23114989143295
29263,0.0,0.0,3.0,,Malus sp,JAYNE AV,"292
Oakland, Ca
(37.80505999961946, -122.27301999967312)",292,"292 JAYNE AV, Oakland, CA",37.81318575,-122.25579185000001
28864,0.0,0.0,6.0,,Malus sp,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
34434,0.0,0.0,2.0,,Malus floribunda,M L KING JR WY,"3251
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3251,"3251 Martin Luther King Jr Way, Oakland, CA",37.82217335,-122.27064426091975
17453,0.0,0.0,3.0,,Malus sp,41ST AV,"2108
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2108,"2108 41ST AV, Oakland, CA",37.77860475,-122.21075833883023
2401,2.0,2.0,0.0,Moderate,Persea sp / avocado,WESLEY AV,"535
Oakland, Ca
(37.80505999961946, -122.27301999967312)",535,"535 WESLEY AV, Oakland, CA",37.805472949999995,-122.2484591030466
13582,0.0,0.0,2.0,,Eriobotrya japonica,TULLY PL,"3051
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3051,"3051 TULLY PL, Oakland, CA",37.7662481,-122.16358184121734
17725,3.0,3.0,0.0,Low,Malus sp,EAST 12TH ST,"5200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5200,"5200 EAST 12TH ST, Oakland, CA",37.766592,-122.209022
21758,0.0,0.0,4.0,,Citrus sp,SHEFFIELD AV,"3200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3200,"3200 SHEFFIELD AV, Oakland, CA",37.7978636,-122.22081036690476
2059,3.0,2.0,0.0,,Malus floribunda,ROSS ST,"5738
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5738,"5738 ROSS ST, Oakland, CA",37.8483333,-122.24572885520746
17422,0.0,0.0,4.0,,Malus sp,ROSEDALE AV,"1938
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1938,"1938 ROSEDALE AV, Oakland, CA",37.7776015,-122.21363449554457
31419,0.0,0.0,4.0,,Citrus sp,19TH AV,"2401
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2401,"2401 19TH AV, Oakland, CA",37.79397835,-122.23415405333114
26967,0.0,0.0,0.0,,Malus sp,41ST AV,"2100
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2100,"2100 41ST AV, Oakland, CA",37.7784565,-122.21086885704096
9191,0.0,0.0,6.0,,Citrus sp,TRESTLE GLEN RD,"1643
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1643,"1643 TRESTLE GLEN RD, Oakland, CA",37.8116214,-122.22163017062937
23264,0.0,0.0,2.0,,Malus floribunda,TRESTLE GLEN RD,"651
Oakland, Ca
(37.80505999961946, -122.27301999967312)",651,"651 TRESTLE GLEN RD, Oakland, CA",37.80996745,-122.24226431007327
31069,0.0,0.0,4.0,,Malus sp,61ST ST,"454
Oakland, Ca
(37.80505999961946, -122.27301999967312)",454,"454 61ST ST, Oakland, CA",37.847627849999995,-122.25929755
24954,1.0,1.0,0.0,,Malus floribunda,23RD ST,"668
Oakland, Ca
(37.80505999961946, -122.27301999967312)",668,"668 23RD ST, Oakland, CA",37.8138705,-122.27304125
13479,0.0,0.0,5.5,,Eriobotrya japonica,87TH AV,"1109
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1109,"1109 87TH AV, Oakland, CA",37.74987025,-122.1809068
35874,3.0,6.0,0.0,,Malus sp,9TH AV,"1215
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1215,"1215 9TH AV, Oakland, CA",37.7924206,-122.2513371
14509,0.0,0.0,5.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
18707,0.0,0.0,3.5,,Malus sp,EDGEWOOD AV,"4355
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4355,"4355 EDGEWOOD AV, Oakland, CA",37.80917865,-122.22091851959178
16329,0.0,0.0,4.0,,Eriobotrya japonica,MONTE CRESTA AV,"131
Oakland, Ca
(37.80505999961946, -122.27301999967312)",131,"131 MONTE CRESTA AV, Oakland, CA",37.824544700000004,-122.25031703852116
8534,0.0,0.0,6.0,,Citrus sp,HOLLY ST,"9707
Oakland, Ca
(37.80505999961946, -122.27301999967312)",9707,"9707 HOLLY ST, Oakland, CA",37.7451841,-122.17020349059689
7581,0.0,0.0,4.0,,Malus sp,PETERSON ST,"415
Oakland, Ca
(37.80505999961946, -122.27301999967312)",415,"415 PETERSON ST, Oakland, CA",37.7727223,-122.23396332036523
33630,2.0,2.0,0.0,Low,Citrus sp,LAGUNA AV,"3715
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3715,"3715 LAGUNA AV, Oakland, CA",37.80104085,-122.20903595902578
33233,2.0,3.0,0.0,Low,Citrus sp,DAVENPORT AV,"4859
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4859,"4859 DAVENPORT AV, Oakland, CA",37.7849695,-122.1814377617228
8025,2.0,6.0,0.0,Low,Malus sp,63RD AV,"1350
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1350,"1350 63RD AV, Oakland, CA",37.76263865,-122.19769679719585
5455,0.0,0.0,14.0,,Malus sp,GOLDEN GATE AV,"5499
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5499,"5499 GOLDEN GATE AV, Oakland, CA",37.8465615,-122.2374789683871
32658,0.0,0.0,6.0,,Eriobotrya japonica,HOLLY ST,"9624
Oakland, Ca
(37.80505999961946, -122.27301999967312)",9624,"9624 HOLLY ST, Oakland, CA",37.74596845,-122.16992735097583
38068,0.0,0.0,2.0,,Malus sp,EAST 38TH ST,"1433
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1433,"1433 EAST 38TH ST, Oakland, CA",37.80359915,-122.22666035295143
29423,0.0,0.0,3.0,,Malus sp,ROXBURY AV,"3051
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3051,"3051 ROXBURY AV, Oakland, CA",37.73486905,-122.13698614817126
7182,0.0,0.0,2.5,,Eriobotrya japonica,EAST 19TH ST,"842
Oakland, Ca
(37.80505999961946, -122.27301999967312)",842,"842 EAST 19TH ST, Oakland, CA",37.7963924,-122.2459671
31307,2.0,2.0,0.0,,Malus sp,MCKILLOP RD,"2866
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2866,"2866 MCKILLOP RD, Oakland, CA",37.79533259926643,-122.220643359608
28856,0.0,0.0,2.0,,Citrus sp,KINGSLEY ST,"3622
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3622,"3622 KINGSLEY ST, Oakland, CA",37.80414045,-122.23188105
34601,0.0,0.0,3.0,,Malus floribunda,M L KING JR WY,"3251
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3251,"3251 Martin Luther King Jr Way, Oakland, CA",37.82217335,-122.27064426091975
527,0.0,0.0,14.0,,Malus sp,GOLDEN GATE AV,"5511
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5511,"5511 GOLDEN GATE AV, Oakland, CA",37.8467569,-122.23777293441705
32725,0.0,0.0,6.0,,Eriobotrya japonica,90TH AV,"2007
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2007,"2007 90TH AV, Oakland, CA",37.75314145,-122.16734540690811
3603,0.0,0.0,3.5,,Malus floribunda,105TH AV,"1815
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1815,"1815 105TH AV, Oakland, CA",37.7408719,-122.16235130000001
28170,0.0,0.0,3.0,,Eriobotrya japonica,FAIRBANKS AV,"560
Oakland, Ca
(37.80505999961946, -122.27301999967312)",560,"560 FAIRBANKS AV, Oakland, CA",37.81572315,-122.24050679999999
23427,0.0,0.0,4.0,,Malus sp,WALAVISTA AV,"805
Oakland, Ca
(37.80505999961946, -122.27301999967312)",805,"805 WALAVISTA AV, Oakland, CA",37.8143216,-122.23279340387529
1171,0.0,0.0,5.0,,Malus floribunda,MARSCHALL ST,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,"0 MARSHALL, Oakland, CA",37.8404357,-122.283873
22913,0.0,0.0,3.5,,Malus sp,BEVERLY AV,"10700
Oakland, Ca
(37.80505999961946, -122.27301999967312)",10700,"10700 BEVERLY AV, Oakland, CA",37.7399707,-122.15934007931034
26210,2.0,2.0,0.0,,Malus floribunda,63RD ST,"345
Oakland, Ca
(37.80505999961946, -122.27301999967312)",345,"345 63RD ST, Oakland, CA",37.8499224,-122.2542437
26735,0.0,0.0,6.0,,Malus sp,GEORGIA ST,"2939
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2939,"2939 GEORGIA ST, Oakland, CA",37.79689465,-122.20694446410828
3476,0.0,0.0,10.0,,Eriobotrya japonica,64TH AV,"3500
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3500,"3500 64TH AV, Oakland, CA",37.7751357,-122.17807806473931
12168,0.0,0.0,5.0,,Persea sp / avocado,22ND AV,"1653
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1653,"1653 22ND AV, Oakland, CA",37.7871027,-122.23588910000001
33708,0.0,0.0,6.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
3677,3.5,2.5,0.0,Low,Malus floribunda,VOLTAIRE AV,"10429
Oakland, Ca
(37.80505999961946, -122.27301999967312)",10429,"10429 VOLTAIRE AV, Oakland, CA",37.74303715,-122.15532707832278
23455,0.0,0.0,3.0,,Malus floribunda,LAKE SHORE AV,"4258
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4258,"4257 LAKE SHORE AVE, Oakland, CA",,
34691,0.0,0.0,5.0,,Eriobotrya japonica,3RD ST,"1538
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1538,"1538 3RD ST, Oakland, CA",37.803213299999996,-122.29780780420963
4843,0.0,0.0,5.0,,Eriobotrya japonica,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
1480,3.0,3.0,0.0,,Malus sp,55TH ST,"901
Oakland, Ca
(37.80505999961946, -122.27301999967312)",901,"901 55TH ST, Oakland, CA",37.83903155,-122.2741972
36508,4.0,9.0,0.0,,Malus sp,CARRINGTON ST,"3800
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3800,"3800 CARRINGTON ST, Oakland, CA",37.781600850000004,-122.21259981281244
21761,0.0,0.0,6.0,,Malus sp,CAPELL ST,"561
Oakland, Ca
(37.80505999961946, -122.27301999967312)",561,"561 CAPELL ST, Oakland, CA",37.803823300000005,-122.24069208437825
36071,0.0,0.0,4.0,,Eriobotrya japonica,7TH AV,"2330
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2330,"2330 7TH AV, Oakland, CA",37.800611,-122.24304396386168
3475,1.0,1.0,0.0,Moderate,Citrus sp,OAKDALE AV,"6168
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6168,"6168 OAKDALE AV, Oakland, CA",37.778642500000004,-122.17629604999999
16358,2.5,2.5,0.0,,Malus sp,COLBY ST,"5825
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5825,"5825 COLBY ST, Oakland, CA",37.8452142,-122.25638223501164
